muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
279,11.16,-1202771,1269.6864319413162,57,-,-,-,-,-
280,11.2,-1204996,2022.4779605730155,57,-,-,-,-,-
281,11.24,-1208470,2824.7757270981674,57,-,-,-,-,-
282,11.28,-1209825,3036.5620612176617,57,-,-,-,-,-
283,11.32,-1212191,2202.316889608475,57,-,-,-,-,-
284,11.36,-1212656,394.16746207403776,57,-,-,-,-,-
285,11.4,-1214054,-1308.192170179133,57,-,-,-,-,-
286,11.44,-1213202,-2079.3569149324912,57,-,-,-,-,-
287,11.48,-1213328,-1807.7240709998264,57,-,-,-,-,-
288,11.52,-1211800,-1305.2196930909963,57,-,-,-,-,-
289,11.56,-1198733,-1477.579092306616,57,-,-,-,-,-
290,11.6,-1190724,-1747.7927814648192,57,-,-,-,-,-
291,11.64,-1191005,-1622.5528941231169,57,-,-,-,-,-
292,11.68,-1193564,-1082.5097451513407,57,-,-,-,-,-
293,11.72,-1199277,-217.68066726863617,57,-,-,-,-,-
294,11.76,-1202610,560.2401031259278,57,-,-,-,-,-
295,11.8,-1201719,1072.3586877148355,57,-,-,-,-,-
296,11.84,-1200895,1506.792531343548,57,-,-,-,-,-
297,11.88,-1204328,2104.678175763959,57,-,-,-,-,-
298,11.92,-1207346,2652.9409775096683,57,-,-,-,-,-
299,11.96,-1209567,2753.9827139985937,57,-,-,-,-,-
300,12.0,-1211149,1958.8909915287395,55,56.75,-,-,-,-
301,12.04,-1214220,409.92021853771575,55,-,-,-,-,-
302,12.08,-1213327,-1284.118267166942,55,-,-,-,-,-
303,12.12,-1203317,-2432.0944342972407,55,-,-,-,-,-
304,12.16,-1191758,-2611.15023336203,55,-,-,-,-,-
305,12.2,-1190055,-1986.2172408105016,55,-,-,-,-,-
306,12.24,-1192291,-1383.3993196123947,55,-,-,-,-,-
307,12.28,-1197382,-1020.9633890335035,55,-,-,-,-,-
308,12.32,-1201752,-743.5886119953466,55,-,-,-,-,-
309,12.36,-1202059,-360.4203961087751,55,-,-,-,-,-
310,12.4,-1200816,267.6167258017176,55,-,-,-,-,-
311,12.44,-1204410,1262.0388011351297,55,-,-,-,-,-
312,12.48,-1206754,2259.290527927252,55,-,-,-,-,-
313,12.52,-1209722,2902.998968218916,55,-,-,-,-,-
314,12.56,-1211887,2581.943103465018,55,-,-,-,-,-
315,12.6,-1212657,1156.604875684392,55,-,-,-,-,-
316,12.64,-1213993,-611.0394350312115,55,-,-,-,-,-
317,12.68,-1213397,-1800.8677073654442,55,-,-,-,-,-
318,12.72,-1214844,-1870.812553268128,55,-,-,-,-,-
319,12.76,-1213263,-1400.8679298737634,55,-,-,-,-,-
320,12.8,-1208015,-1108.762803696317,55,-,-,-,-,-
321,12.84,-1193322,-1479.9345072211145,55,-,-,-,-,-
322,12.88,-1190204,-1597.8004531457755,55,-,-,-,-,-
323,12.92,-1192174,-1297.3015686447316,55,-,-,-,-,-
324,12.96,-1197802,-538.4757898801727,55,-,-,-,-,-
325,13.0,-1202181,311.16229150946674,55,-,-,-,-,-
326,13.04,-1200936,874.0330722419276,55,-,-,-,-,-
327,13.08,-1203230,1392.0353541552522,55,-,-,-,-,-
328,13.12,-1206964,1928.8258340166522,55,-,-,-,-,-
329,13.16,-1209344,2489.4313207672067,55,-,-,-,-,-
