muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma,limites_alarma,descripcion_alarma
267,10.68,-16775472,-0.3759802850085796,nan,-,-,-,-,-,"[50, 20, 15]",-
268,10.72,-16775485,-10.26744845734342,nan,-,-,-,-,-,"[50, 20, 15]",-
269,10.76,-16775488,-19.87926079659996,nan,-,-,-,-,-,"[50, 20, 15]",-
270,10.8,-16775537,-21.703772164172808,nan,-,-,-,-,-,"[50, 20, 15]",-
271,10.84,-16775450,16.8359665681384,nan,-,-,-,-,-,"[50, 20, 15]",-
272,10.88,-16775452,-2.3995997960467377,nan,-,-,-,-,-,"[50, 20, 15]",-
273,10.92,-16775472,-31.863996805952915,nan,-,-,-,-,-,"[50, 20, 15]",-
274,10.96,-16775392,-16.58295491558502,nan,-,-,-,-,-,"[50, 20, 15]",-
275,11.0,-16775421,-4.743925198809918,nan,-,-,-,-,-,"[50, 20, 15]",-
276,11.04,-16775442,10.547163820293338,nan,-,-,-,-,-,"[50, 20, 15]",-
277,11.08,-16775432,-31.791568452894822,nan,-,-,-,-,-,"[50, 20, 15]",-
278,11.12,-16775478,-38.21243854707938,nan,-,-,-,-,-,"[50, 20, 15]",-
279,11.16,-16775478,3.842888776859429,nan,-,-,-,-,-,"[50, 20, 15]",-
280,11.2,-16775460,7.19155796492335,nan,-,-,-,-,-,"[50, 20, 15]",-
281,11.24,-16775499,13.462099362430418,nan,-,-,-,-,-,"[50, 20, 15]",-
282,11.28,-16775436,26.62907786457403,nan,-,-,-,-,-,"[50, 20, 15]",-
283,11.32,-16775422,1.6759385950115113,nan,-,-,-,-,-,"[50, 20, 15]",-
284,11.36,-16775427,2.0790147735294604,nan,-,-,-,-,-,"[50, 20, 15]",-
285,11.4,-16775456,10.946750933993012,nan,-,-,-,-,-,"[50, 20, 15]",-
286,11.44,-16775415,-19.242139281797474,nan,-,-,-,-,-,"[50, 20, 15]",-
287,11.48,-16775459,-10.531829624153001,nan,-,-,-,-,-,"[50, 20, 15]",-
288,11.52,-16775445,-7.222674948873675,nan,-,-,-,-,-,"[50, 20, 15]",-
289,11.56,-16775416,-13.897671594714355,nan,-,-,-,-,-,"[50, 20, 15]",-
290,11.6,-16775500,5.846965237882446,nan,-,-,-,-,-,"[50, 20, 15]",-
291,11.64,-16775485,9.109073791342404,nan,-,-,-,-,-,"[50, 20, 15]",-
292,11.68,-16775495,18.443192565163255,nan,-,-,-,-,-,"[50, 20, 15]",-
293,11.72,-16775510,3.2387381972617733,nan,-,-,-,-,-,"[50, 20, 15]",-
294,11.76,-16775466,-1.0049588165000667,nan,-,-,-,-,-,"[50, 20, 15]",-
295,11.8,-16775377,-8.839981792991995,nan,-,-,-,-,-,"[50, 20, 15]",-
296,11.84,-16775425,-6.360421253913734,nan,-,-,-,-,-,"[50, 20, 15]",-
297,11.88,-16775539,30.44762598627531,nan,-,-,-,-,-,"[50, 20, 15]",-
298,11.92,-16775426,-10.652354394758548,nan,-,-,-,-,-,"[50, 20, 15]",-
299,11.96,-16775419,-6.9205085989515185,nan,-,-,-,-,-,"[50, 20, 15]",-
